pokemon_id,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,FireRed,LeafGreen,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus
636,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Hatch Egg Received in Route 18,Hatch Egg Received in Route 18,Breed Volcarona,Breed Volcarona,Friend Safari,Friend Safari,Mirage Island,Mirage Island,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Lush Jungle,Lush Jungle,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
637,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Relic Castle Basement (Interact),Relic Castle Basement (Interact),Relic Castle,Relic Castle,Evolve Larvesta,Evolve Larvesta,Evolve Larvesta,Evolve Larvesta,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Lush Jungle (SOS Only),Lush Jungle (SOS Only),"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
638,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Mistralton Cave (Interact),Mistralton Cave (Interact),Route 13,Route 13,Transfer required,Transfer required,Pathless Plain,Pathless Plain,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
639,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Victory Road (Interact),Victory Road (Interact),Route 22,Route 22,Transfer required,Transfer required,Pathless Plain,Pathless Plain,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
640,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Pinwheel Forest (Interact),Pinwheel Forest (Interact),Route 11,Route 11,Transfer required,Transfer required,Pathless Plain,Pathless Plain,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
641,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Roaming in Routes 1, 2, 3, 4,  5, 6, 16, 15, 14 (Morning), Roaming in Routes 7, 8, 9, 10, 11, 12, 13 (Evening)",Trade from Black,Trade Required,Trade Required,Transfer required,Transfer required,Soaring in the Sky,Trade from Omega Ruby,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Trade from Ultra Sun,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Not found in Brilliant Diamond,Not found in Shining Pearl,Alabaster Icelands : Bonechill Wastes
642,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from White,"Roaming in Routes 1, 2, 3, 4, 5, 6, 16, 15, 14 (Morning), Roaming in Routes 7, 8, 9, 10, 11, 12, 13 (Evening)",Trade Required,Trade Required,Transfer required,Transfer required,Trade from Alpha Sapphire,Soaring in the Sky,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Moon,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Not found in Brilliant Diamond,Not found in Shining Pearl,Cobalt Coastlands
643,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,N's Castle (Interact),Trade from Black,Trade Required,Dragonspiral Tower,Transfer required,Transfer required,Fabled Cave,Trade from Omega Ruby,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Trade from Ultra Sun,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
644,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from White,N's Castle (Interact),Dragonspiral Tower,Trade Required,Transfer required,Transfer required,Trade from Alpha Sapphire,Fabled Cave,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Moon,Ultra Space Wilds,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
645,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Abundant Shrine (Interact),Abundant Shrine (Interact),Trade Required,Trade Required,Transfer required,Transfer required,Soaring in the Sky,Soaring in the Sky,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Not found in Brilliant Diamond,Not found in Shining Pearl,Obsidian Fieldlands : Ramanas Island
646,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Giant Chasm (Interact),Giant Chasm (Interact),Giant Chasm,Giant Chasm,Transfer required,Transfer required,Gnarled Den,Gnarled Den,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
647,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Event,Event,Trade Required,Trade Required,Transfer required,Transfer required,Transfer or receive from event,Transfer or receive from event,Transfer required,Transfer required,Transfer required,Transfer required,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
648,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Event,Event,Trade Required,Trade Required,Transfer required,Transfer required,Transfer or receive from event,Transfer or receive from event,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
649,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Event,Event,Trade Required,Trade Required,Transfer required,Transfer required,Transfer or receive from event,Transfer or receive from event,Transfer required,Transfer required,Transfer required,Transfer required,Transfer from Pokémon HOME or obtain from event,Transfer from Pokémon HOME or obtain from event,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
650,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,,,,,Starter Pokémon,Starter Pokémon,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Chesnaught,Breed Chesnaught,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
651,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Chespin,Evolve Chespin,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
652,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Quilladin,Evolve Quilladin,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Exeggutor Island - Island Scan (Thursday),Exeggutor Island - Island Scan (Thursday),Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
653,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Starter Pokémon,Starter Pokémon,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Delphox,Breed Delphox,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
654,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Fennekin,Evolve Fennekin,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
655,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Braixen,Evolve Braixen,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ancient Poni Path - Island Scan (Saturday),Ancient Poni Path - Island Scan (Saturday),Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
656,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Starter Pokémon,Starter Pokémon,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Greninja,Breed Greninja,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
657,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Froakie,Evolve Froakie,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
658,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Frogadier,Evolve Frogadier,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Poni Wilds - Island Scan (Friday),Poni Wilds - Island Scan (Friday),Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
659,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 2, Route 3, Route 5, Route 22","Route 2, Route 3, Route 5, Route 22",Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Dappled Grove , East Lake Axewell , Giant's Cap , North Lake Miloch , Rolling Fields , West Lake Axewell , Max Raid Battles: Bridge Field , East Lake Axewell , Motostoke Riverbank , Rolling Fields","Dappled Grove , East Lake Axewell , Giant's Cap , North Lake Miloch , Rolling Fields , West Lake Axewell , Max Raid Battles: Bridge Field , East Lake Axewell , Motostoke Riverbank , Rolling Fields",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
660,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 22 , Friend Safari","Route 22 , Friend Safari",Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Axew's Eye , Bridge Field , Giant's Cap , Giant's Mirror , Giant's Seat , North Lake Miloch , Rolling Fields , Max Raid Battles: Bridge Field , East Lake Axewell , Motostoke Riverbank , Rolling Fields , Stony Wilderness","Axew's Eye , Bridge Field , Giant's Cap , Giant's Mirror , Giant's Seat , North Lake Miloch , Rolling Fields , Max Raid Battles: Bridge Field , East Lake Axewell , Motostoke Riverbank , Rolling Fields , Stony Wilderness",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
661,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 2, Route 3","Route 2, Route 3",Trade from X & Y,Trade from X & Y,Wela Volcano Park,Wela Volcano Park,"Route 8 , Wela Volcano Park","Route 8 , Wela Volcano Park","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
662,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Route 8,Route 8,"Route 8 (SOS Only), Wela Volcano Park (SOS Only)","Route 8 (SOS Only), Wela Volcano Park (SOS Only)","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
663,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Fletchinder,Evolve Fletchinder,Trade from X & Y,Trade from X & Y,Evolve Fletchinder,Evolve Fletchinder,Evolve Fletchinder,Evolve Fletchinder,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
664,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 2, Santalune Forest","Route 2, Santalune Forest",Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Hau'oli City - Island Scan (Thursday),Hau'oli City - Island Scan (Thursday),Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
665,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Scatterbug,Evolve Scatterbug,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Scatterbug,Evolve Scatterbug,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
666,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Evolve Spewpa , Friend Safari","Evolve Spewpa , Friend Safari",Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Spewpa,Evolve Spewpa,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
667,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Route 22,Route 22,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Poké Pelago,Poké Pelago,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
668,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Poni Plains,Poni Plains,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
669,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 4, Route 7","Route 4, Route 7",Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Melemele Meadow,Melemele Meadow,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
670,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Friend Safari,Friend Safari,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,"Poni Meadow , Ula'ula Meadow","Poni Meadow , Ula'ula Meadow",Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
671,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Floette,Evolve Floette,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Floette,Evolve Floette,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
672,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Route 5,Route 5,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
673,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Evolve Skiddo , Friend Safari","Evolve Skiddo , Friend Safari",Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
674,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Route 5 , Friend Safari","Route 5 , Friend Safari",Trade from X & Y,Trade from X & Y,"Route 10 , Route 11 , Route 17","Route 10 , Route 11 , Route 17","Route 10 , Route 11","Route 10 , Route 11","Route 3 , East Lake Axewell , Rolling Fields , West Lake Axewell , Max Raid Battles: Dusty Bowl , North Lake Miloch","Route 3 , East Lake Axewell , Rolling Fields , West Lake Axewell , Max Raid Battles: Dusty Bowl , North Lake Miloch",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
675,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Pancham,Evolve Pancham,Trade from X & Y,Trade from X & Y,"Route 10 (SOS Only), Route 11 (SOS Only), Route 17 (SOS Only)","Route 10 (SOS Only), Route 11 (SOS Only), Route 17 (SOS Only)","Route 10 (SOS Only), Route 11 (SOS Only)","Route 10 (SOS Only), Route 11 (SOS Only)","Bridge Field , Dappled Grove , Lake of Outrage , Rolling Fields , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , North Lake Miloch , Stony Wilderness , West Lake Axewell","Bridge Field , Dappled Grove , Lake of Outrage , Rolling Fields , Max Raid Battles: Bridge Field , Dusty Bowl , Giant's Mirror , North Lake Miloch , Stony Wilderness , West Lake Axewell",Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
