pokedex_number,name,generation,classification,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
272,Ludicolo,3,Carefree Pokemon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1.5,55,Water,Grass,480,80,70,70,90,100,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,45,"3,855",70,0,0,0
273,Seedot,3,Acorn Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",0.5,4,Grass,None,220,40,40,50,30,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,255,"3,855",70,0,0,0
274,Nuzleaf,3,Wily Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1,28,Grass,Dark,340,70,70,40,60,40,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,120,"3,855",70,0,0,0
275,Shiftry,3,Wicked Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1.3,59.6,Grass,Dark,480,90,100,60,90,60,80,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,45,"3,855",70,0,0,0
276,Taillow,3,TinySwallow Pokemon,"['Guts', 'Scrappy']",0.3,2.3,Normal,Flying,270,40,55,30,30,30,85,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,200,"3,855",70,0,0,0
277,Swellow,3,Swallow Pokemon,"['Guts', 'Scrappy']",0.7,19.8,Normal,Flying,455,60,85,60,75,50,125,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,"3,855",70,0,0,0
278,Wingull,3,Seagull Pokemon,"['Keen Eye', 'Hydration', 'Rain Dish']",0.6,9.5,Water,Flying,270,40,30,30,55,30,85,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,190,"5,140",70,0,0,0
279,Pelipper,3,Water Bird Pokemon,"['Keen Eye', 'Drizzle', 'Rain Dish']",1.2,28,Water,Flying,440,60,50,100,95,70,65,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,"5,140",70,0,0,0
280,Ralts,3,Feeling Pokemon,"['Synchronize', 'Trace', 'Telepathy']",0.4,6.6,Psychic,Fairy,198,28,25,25,45,35,40,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,235,"5,140",35,0,0,0
281,Kirlia,3,Emotion Pokemon,"['Synchronize', 'Trace', 'Telepathy']",0.8,20.2,Psychic,Fairy,278,38,35,35,65,55,50,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,120,"5,140",35,0,0,0
282,Gardevoir,3,Embrace Pokemon,"['Synchronize', 'Trace', 'Telepathy']",1.6,48.4,Psychic,Fairy,518,68,65,65,125,115,80,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,"5,140",35,0,0,0
282,Mega Gardevoir,3,Embrace Pokemon,['Pixilate'],1.6,48.4,Psychic,Fairy,618,68,85,65,165,135,100,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,"5,140",35,0,0,1
283,Surskit,3,Pond Skater Pokemon,"['Swift Swim', 'Rain Dish']",0.5,1.7,Bug,Water,269,40,30,32,50,52,65,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,200,"3,855",70,0,0,0
284,Masquerain,3,Eyeball Pokemon,"['Intimidate', 'Unnerve']",0.8,3.6,Bug,Flying,454,70,60,62,100,82,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,75,"3,855",70,0,0,0
285,Shroomish,3,Mushroom Pokemon,"['Effect Spore', 'Poison Heal', 'Quick Feet']",0.4,4.5,Grass,None,295,60,40,60,40,60,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,255,"3,855",70,0,0,0
286,Breloom,3,Mushroom Pokemon,"['Effect Spore', 'Poison Heal', 'Technician']",1.2,39.2,Grass,Fighting,460,60,130,80,60,60,70,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,"3,855",70,0,0,0
287,Slakoth,3,Slacker Pokemon,['Truant'],0.8,24,Normal,None,280,60,60,60,35,35,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
288,Vigoroth,3,Wild Monkey Pokemon,['Vital Spirit'],1.4,46.5,Normal,None,440,80,80,80,55,55,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,"3,855",70,0,0,0
289,Slaking,3,Lazy Pokemon,['Truant'],2,130.5,Normal,None,670,150,160,100,95,65,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"3,855",70,0,0,0
290,Nincada,3,Trainee Pokemon,"['Compound Eyes', 'Run Away']",0.5,5.5,Bug,Ground,266,31,45,90,30,30,40,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,255,"3,855",70,0,0,0
291,Ninjask,3,Ninja Pokemon,"['Speed Boost', 'Infiltrator']",0.8,12,Bug,Flying,456,61,90,45,50,50,160,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,120,"3,855",70,0,0,0
292,Shedinja,3,Shed Pokemon,['Wonder Guard'],0.8,1.2,Bug,Ghost,236,1,90,45,30,30,40,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,45,"3,855",70,0,0,0
293,Whismur,3,Whisper Pokemon,"['Soundproof', 'Rattled']",0.6,16.3,Normal,None,240,64,51,23,51,23,28,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,"5,140",70,0,0,0
294,Loudred,3,Big Voice Pokemon,"['Soundproof', 'Scrappy']",1,40.5,Normal,None,360,84,71,43,71,43,48,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,"5,140",70,0,0,0
295,Exploud,3,Loud Noise Pokemon,"['Soundproof', 'Scrappy']",1.5,84,Normal,None,490,104,91,63,91,73,68,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"5,140",70,0,0,0
296,Makuhita,3,Guts Pokemon,"['Thick Fat', 'Guts', 'Sheer Force']",1,86.4,Fighting,None,237,72,60,30,20,30,25,0.5,0.5,1,1,2,1,0.5,2,1,1,1,0.5,1,1,2,0.5,1,1,180,"5,140",70,0,0,0
297,Hariyama,3,Arm Thrust Pokemon,"['Thick Fat', 'Guts', 'Sheer Force']",2.3,253.8,Fighting,None,474,144,120,60,40,60,50,0.5,0.5,1,1,2,1,0.5,2,1,1,1,0.5,1,1,2,0.5,1,1,200,"5,140",70,0,0,0
298,Azurill,3,Polka Dot Pokemon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.2,2,Normal,Fairy,190,50,20,40,20,40,20,0.5,0.5,0,1,1,1,0.5,1,0,1,1,0.5,1,2,1,1,2,1,150,"2,570",70,0,0,0
299,Nosepass,3,Compass Pokemon,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,97,Rock,None,375,30,45,135,45,90,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,"5,140",70,0,0,0
300,Skitty,3,Kitten Pokemon,"['Cute Charm', 'Normalize', 'Wonder Skin']",0.6,11,Normal,None,260,50,45,45,35,35,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
301,Delcatty,3,Prim Pokemon,"['Cute Charm', 'Normalize', 'Wonder Skin']",1.1,32.6,Normal,None,400,70,65,65,55,55,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,"3,855",70,0,0,0
302,Sableye,3,Darkness Pokemon,"['Keen Eye', 'Stall', 'Prankster']",0.5,11,Dark,Ghost,380,50,75,75,65,65,50,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,45,"6,425",35,0,0,0
302,Mega Sableye,3,Darkness Pokemon,['Magic Bounce'],0.5,161,Dark,Ghost,480,50,85,125,85,115,20,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,45,"6,425",35,0,0,1
303,Mawile,3,Deceiver Pokemon,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.6,11.5,Steel,Fairy,380,50,85,85,55,55,50,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,45,"5,140",70,0,0,0
303,Mega Mawile,3,Deceiver Pokemon,['Huge Power'],1,23.5,Steel,Fairy,480,50,105,125,55,95,50,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,45,"5,140",70,0,0,1
304,Aron,3,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.4,60,Steel,Rock,330,50,70,100,40,40,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,180,"8,995",35,0,0,0
305,Lairon,3,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.9,120,Steel,Rock,430,60,90,140,50,50,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,"8,995",35,0,0,0
306,Aggron,3,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",2.1,360,Steel,Rock,530,70,110,180,60,60,50,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,"8,995",35,0,0,0
306,Mega Aggron,3,Iron Armor Pokemon,['Filter'],2.2,395,Steel,None,630,70,140,230,60,80,50,0.5,1,0.5,1,0.5,1.5,1.5,0.5,1,0.5,1.5,0.5,0.5,0,0.5,0.5,0.5,1,45,"8,995",35,0,0,1
307,Meditite,3,Meditate Pokemon,"['Pure Power', 'Telepathy']",0.6,11.2,Fighting,Psychic,280,30,40,55,40,55,60,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,180,"5,140",70,0,0,0
308,Medicham,3,Meditate Pokemon,"['Pure Power', 'Telepathy']",1.3,31.5,Fighting,Psychic,410,60,60,75,60,75,80,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,90,"5,140",70,0,0,0
308,Mega Medicham,3,Meditate Pokemon,['Pure Power'],1.3,31.5,Fighting,Psychic,510,60,100,85,80,85,100,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,90,"5,140",70,0,0,1
309,Electrike,3,Lightning Pokemon,"['Static', 'Lightning Rod', 'Minus']",0.6,15.2,Electric,None,295,40,45,40,65,40,65,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,"5,140",70,0,0,0
310,Manectric,3,Discharge Pokemon,"['Static', 'Lightning Rod', 'Minus']",1.5,40.2,Electric,None,475,70,75,60,105,60,105,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,"5,140",70,0,0,0
310,Mega Manectric,3,Discharge Pokemon,['Intimidate'],1.8,44,Electric,None,575,70,75,80,135,80,135,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,"5,140",70,0,0,1
311,Plusle,3,Cheering Pokemon,"['Plus', 'Lightning Rod']",0.4,4.2,Electric,None,405,60,50,40,85,75,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,"5,140",70,0,0,0
312,Minun,3,Cheering Pokemon,"['Minus', 'Volt Absorb']",0.4,4.2,Electric,None,405,60,40,50,75,85,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,"5,140",70,0,0,0
313,Volbeat,3,Firefly Pokemon,"['Illuminate', 'Swarm', 'Prankster']",0.7,17.7,Bug,None,430,65,73,75,47,85,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,150,"3,855",70,0,0,0
314,Illumise,3,Firefly Pokemon,"['Oblivious', 'Tinted Lens', 'Prankster']",0.6,17.7,Bug,None,430,65,47,75,73,85,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,150,"3,855",70,0,0,0
315,Roselia,3,Thorn Pokemon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.3,2,Grass,Poison,400,50,60,45,100,80,65,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,150,"5,140",70,0,0,0
316,Gulpin,3,Stomach Pokemon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.4,10.3,Poison,None,302,70,43,53,43,53,40,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,225,"5,140",70,0,0,0
317,Swalot,3,Poison Bag Pokemon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1.7,80,Poison,None,467,100,73,83,73,83,55,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,75,"5,140",70,0,0,0
318,Carvanha,3,Savage Pokemon,"['Rough Skin', 'Speed Boost']",0.8,20.8,Water,Dark,305,45,90,20,65,20,65,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,225,"5,140",35,0,0,0
319,Sharpedo,3,Brutal Pokemon,"['Rough Skin', 'Speed Boost']",1.8,88.8,Water,Dark,460,70,120,40,95,40,95,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,60,"5,140",35,0,0,0
319,Mega Sharpedo,3,Brutal Pokemon,['Strong Jaw'],2.5,130.3,Water,Dark,560,70,140,70,110,65,105,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,60,"5,140",35,0,0,1
320,Wailmer,3,Ball Whale Pokemon,"['Water Veil', 'Oblivious', 'Pressure']",2,130,Water,None,400,130,70,35,70,35,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,125,"10,280",70,0,0,0
321,Wailord,3,Float Whale Pokemon,"['Water Veil', 'Oblivious', 'Pressure']",14.5,398,Water,None,500,170,90,45,90,45,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"10,280",70,0,0,0
322,Numel,3,Numb Pokemon,"['Oblivious', 'Simple', 'Own Tempo']",0.7,24,Fire,Ground,305,60,60,40,65,45,35,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,255,"5,140",70,0,0,0
323,Camerupt,3,Eruption Pokemon,"['Magma Armor', 'Solid Rock', 'Anger Point']",1.9,220,Fire,Ground,460,70,100,70,105,75,40,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,150,"5,140",70,0,0,0
323,Mega Camerupt,3,Eruption Pokemon,['Sheer Force'],2.5,320.5,Fire,Ground,560,70,120,100,145,105,20,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,150,"5,140",70,0,0,1
324,Torkoal,3,Coal Pokemon,"['White Smoke', 'Drought', 'Shell Armor']",0.5,80.4,Fire,None,470,70,85,140,85,70,20,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,"5,140",70,0,0,0
325,Spoink,3,Bounce Pokemon,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.7,30.6,Psychic,None,330,60,25,35,70,80,60,2,2,1,1,1,0.5,0.5,1,2,1,1,0.5,1,1,0.5,1,1,1,255,"5,140",70,0,0,0
326,Grumpig,3,Manipulate Pokemon,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.9,71.5,Psychic,None,470,80,45,65,90,110,80,2,2,1,1,1,0.5,0.5,1,2,1,1,0.5,1,1,0.5,1,1,1,60,"5,140",70,0,0,0
327,Spinda,3,Spot Panda Pokemon,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.1,5,Normal,None,360,60,60,60,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
328,Trapinch,3,Ant Pit Pokemon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",0.7,15,Ground,None,290,45,100,45,45,45,10,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,255,"5,140",70,0,0,0
329,Vibrava,3,Vibration Pokemon,['Levitate'],1.1,15.3,Ground,Dragon,340,50,70,50,50,50,70,1,1,2,0,2,1,0.5,1,1,1,0,4,1,0.5,1,0.5,1,1,120,"5,140",70,0,0,0
330,Flygon,3,Mystic Pokemon,['Levitate'],2,82,Ground,Dragon,520,80,100,80,80,80,100,1,1,2,0,2,1,0.5,1,1,1,0,4,1,0.5,1,0.5,1,1,45,"5,140",70,0,0,0
331,Cacnea,3,Cactus Pokemon,"['Sand Veil', 'Water Absorb']",0.4,51.3,Grass,None,335,50,85,40,85,40,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",35,0,0,0
332,Cacturne,3,Scarecrow Pokemon,"['Sand Veil', 'Water Absorb']",1.3,77.4,Grass,Dark,475,70,115,60,115,60,55,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,60,"5,140",35,0,0,0
333,Swablu,3,Cotton Bird Pokemon,"['Natural Cure', 'Cloud Nine']",0.4,1.2,Normal,Flying,310,45,40,60,40,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,"5,140",70,0,0,0
334,Altaria,3,Humming Pokemon,"['Natural Cure', 'Cloud Nine']",1.1,20.6,Dragon,Flying,490,75,70,90,70,105,80,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,"5,140",70,0,0,0
334,Mega Altaria,3,Humming Pokemon,['Pixilate'],1.5,20.6,Dragon,Fairy,590,75,110,110,110,105,80,0.5,0.5,0,0.5,2,0.5,0.5,1,1,0.5,1,2,1,2,1,1,2,0.5,45,"5,140",70,0,0,1
335,Zangoose,3,Cat Ferret Pokemon,"['Immunity', 'Toxic Boost']",1.3,40.3,Normal,None,458,73,115,60,60,60,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,"5,140",70,0,0,0
336,Seviper,3,Fang Snake Pokemon,"['Shed Skin', 'Infiltrator']",2.7,52.5,Poison,None,458,73,100,60,100,60,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,"5,140",70,0,0,0
337,Lunatone,3,Meteorite Pokemon,['Levitate'],1,168,Rock,Psychic,460,90,55,65,95,85,70,2,2,1,1,1,1,0.5,0.5,2,2,0,1,0.5,0.5,0.5,1,2,2,45,"6,425",70,0,0,0
338,Solrock,3,Meteorite Pokemon,['Levitate'],1.2,154,Rock,Psychic,460,90,95,85,55,65,70,2,2,1,1,1,1,0.5,0.5,2,2,0,1,0.5,0.5,0.5,1,2,2,45,"6,425",70,0,0,0
339,Barboach,3,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.4,1.9,Water,Ground,288,50,48,43,46,41,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,190,"5,140",70,0,0,0
340,Whiscash,3,Whiskers Pokemon,"['Oblivious', 'Anticipation', 'Hydration']",0.9,23.6,Water,Ground,468,110,78,73,76,71,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,"5,140",70,0,0,0
341,Corphish,3,Ruffian Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",0.6,11.5,Water,None,308,43,80,65,50,35,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,205,"3,855",70,0,0,0
342,Crawdaunt,3,Rogue Pokemon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.1,32.8,Water,Dark,468,63,120,85,90,55,55,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,155,"3,855",70,0,0,0
343,Baltoy,3,Clay Doll Pokemon,['Levitate'],0.5,21.5,Ground,Psychic,300,40,40,55,40,70,55,2,2,1,0,1,0.5,1,1,2,2,0,2,1,0.5,0.5,0.5,1,2,255,"5,140",70,0,0,0
344,Claydol,3,Clay Doll Pokemon,['Levitate'],1.5,108,Ground,Psychic,500,60,70,105,70,120,75,2,2,1,0,1,0.5,1,1,2,2,0,2,1,0.5,0.5,0.5,1,2,90,"5,140",70,0,0,0
345,Lileep,3,Sea Lily Pokemon,"['Suction Cups', 'Storm Drain']",1,23.8,Rock,Grass,355,66,41,77,61,87,23,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,"7,710",70,0,0,0
346,Cradily,3,Barnacle Pokemon,"['Suction Cups', 'Storm Drain']",1.5,60.4,Rock,Grass,495,86,81,97,81,107,43,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,45,"7,710",70,0,0,0
347,Anorith,3,Old Shrimp Pokemon,"['Battle Armor', 'Swift Swim']",0.7,12.5,Rock,Bug,355,45,95,50,40,50,75,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,"7,710",70,0,0,0
348,Armaldo,3,Plate Pokemon,"['Battle Armor', 'Swift Swim']",1.5,68.2,Rock,Bug,495,75,125,100,70,80,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,45,"7,710",70,0,0,0
349,Feebas,3,Fish Pokemon,"['Swift Swim', 'Oblivious', 'Adaptability']",0.6,7.4,Water,None,200,20,15,20,10,55,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,"5,140",70,0,0,0
350,Milotic,3,Tender Pokemon,"['Marvel Scale', 'Competitive', 'Cute Charm']",6.2,162,Water,None,540,95,60,79,100,125,81,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"5,140",70,0,0,0
351,Castform,3,Weather Pokemon,['Forecast'],0.3,0.8,Normal,None,420,70,70,70,70,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"6,425",70,0,0,0
351,Castform Sunny Form,3,Weather Pokemon,['Forecast'],0.3,0.8,Fire,None,420,70,70,70,70,70,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"6,425",70,0,0,0
351,Castform Rainy Form,3,Weather Pokemon,['Forecast'],0.3,0.8,Water,None,420,70,70,70,70,70,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"6,425",70,0,0,0
351,Castform Snowy Form,3,Weather Pokemon,['Forecast'],0.3,0.8,Ice,None,420,70,70,70,70,70,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,"6,425",70,0,0,0
352,Kecleon,3,Color Swap Pokemon,"['Color Change', 'Protean']",1,22,Normal,None,440,60,90,70,60,120,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,200,"5,140",70,0,0,0
353,Shuppet,3,Puppet Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",0.6,2.3,Ghost,None,295,44,75,35,63,33,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,225,"6,425",35,0,0,0
354,Banette,3,Marionette Pokemon,"['Insomnia', 'Frisk', 'Cursed Body']",1.1,12.5,Ghost,None,455,64,115,65,83,63,65,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,"6,425",35,0,0,0
354,Mega Banette,3,Marionette Pokemon,['Prankster'],1.2,13,Ghost,None,555,64,165,75,93,83,75,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,"6,425",35,0,0,1
355,Duskull,3,Requiem Pokemon,"['Levitate', 'Frisk']",0.8,15,Ghost,None,295,20,40,90,30,90,25,0.5,2,1,1,1,0,1,1,2,1,0,1,0,0.5,1,1,1,1,190,"6,425",35,0,0,0
356,Dusclops,3,Beckon Pokemon,"['Pressure', 'Frisk']",1.6,30.6,Ghost,None,455,40,70,130,60,130,25,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,90,"6,425",35,0,0,0
357,Tropius,3,Fruit Pokemon,"['Chlorophyll', 'Solar Power', 'Harvest']",2,100,Grass,Flying,460,99,68,83,72,87,51,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,200,"6,425",70,0,0,0
358,Chimecho,3,Wind Chime Pokemon,['Levitate'],0.6,1,Psychic,None,455,75,50,80,95,90,65,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,45,"6,425",70,0,0,0
359,Absol,3,Disaster Pokemon,"['Pressure', 'Super Luck', 'Justified']",1.2,47,Dark,None,465,65,130,60,75,60,75,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30,"6,425",35,0,0,0
359,Mega Absol,3,Disaster Pokemon,['Magic Bounce'],1.2,49,Dark,None,565,65,150,60,115,60,115,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30,"6,425",35,0,0,1
360,Wynaut,3,Bright Pokemon,"['Shadow Tag', 'Telepathy']",0.6,14,Psychic,None,260,95,23,48,23,48,23,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,"5,140",70,0,0,0
361,Snorunt,3,Snow Hat Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",0.7,16.8,Ice,None,300,50,50,50,50,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,190,"5,140",70,0,0,0
362,Glalie,3,Face Pokemon,"['Inner Focus', 'Ice Body', 'Moody']",1.5,256.5,Ice,None,480,80,80,80,80,80,80,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,75,"5,140",70,0,0,0
362,Mega Glalie,3,Face Pokemon,['Refrigerate'],2.1,350.2,Ice,None,580,80,120,80,120,80,100,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,75,"5,140",70,0,0,1
363,Spheal,3,Clap Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",0.8,39.5,Ice,Water,290,70,40,50,55,50,25,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,255,"5,140",70,0,0,0
364,Sealeo,3,Ball Roll Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.1,87.6,Ice,Water,410,90,60,70,75,70,45,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,120,"5,140",70,0,0,0
365,Walrein,3,Ice Break Pokemon,"['Thick Fat', 'Ice Body', 'Oblivious']",1.4,150.6,Ice,Water,530,110,80,90,95,90,65,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5,45,"5,140",70,0,0,0
